"db","mode","phase","concurrency","query_no","repeat","complexity","duration_ms","server_ms","qps","avg_cpu","avg_mem","disk_mb","statement","result"
"neo4j","optimized","warmup",1,1,1,"simple","9787.11","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,2,"simple","4760.37","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,3,"simple","4448.52","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,4,"simple","4458.86","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,5,"simple","4720.11","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,6,"simple","4719.39","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,7,"simple","4682.34","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,8,"simple","4740.61","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,9,"simple","4710.44","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,10,"simple","4710.44","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","steady",1,1,1,"simple","4755.75","773.00","0.21","1.71","4088.80","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 54, ""created_at"": ""2021-12-09T19:12:21.000000000+00:00"", ""updated_at"": ""2023-08-10T20:49:59.000000000+00:00""}, ""server_ms"": 773, ""counters"": {}}"
"neo4j","optimized","steady",1,1,2,"simple","4662.93","767.00","0.21","1.80","4425.58","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 54, ""created_at"": ""2021-12-09T19:12:21.000000000+00:00"", ""updated_at"": ""2023-08-10T20:49:59.000000000+00:00""}, ""server_ms"": 767, ""counters"": {}}"
"neo4j","optimized","steady",1,1,3,"simple","4563.03","611.00","0.22","1.54","4696.35","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 54, ""created_at"": ""2021-12-09T19:12:21.000000000+00:00"", ""updated_at"": ""2023-08-10T20:49:59.000000000+00:00""}, ""server_ms"": 611, ""counters"": {}}"
"neo4j","optimized","steady",1,1,4,"simple","4391.16","437.00","0.23","1.10","4798.74","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 54, ""created_at"": ""2021-12-09T19:12:21.000000000+00:00"", ""updated_at"": ""2023-08-10T20:49:59.000000000+00:00""}, ""server_ms"": 437, ""counters"": {}}"
"neo4j","optimized","steady",1,1,5,"simple","4393.37","446.00","0.23","1.12","4804.22","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 54, ""created_at"": ""2021-12-09T19:12:21.000000000+00:00"", ""updated_at"": ""2023-08-10T20:49:59.000000000+00:00""}, ""server_ms"": 446, ""counters"": {}}"
"neo4j","optimized","steady",1,1,6,"simple","4398.96","440.00","0.23","1.10","4810.76","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 54, ""created_at"": ""2021-12-09T19:12:21.000000000+00:00"", ""updated_at"": ""2023-08-10T20:49:59.000000000+00:00""}, ""server_ms"": 440, ""counters"": {}}"
"neo4j","optimized","steady",1,1,7,"simple","4409.29","436.00","0.23","1.12","4812.32","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 54, ""created_at"": ""2021-12-09T19:12:21.000000000+00:00"", ""updated_at"": ""2023-08-10T20:49:59.000000000+00:00""}, ""server_ms"": 436, ""counters"": {}}"
