"db","mode","phase","concurrency","query_no","repeat","complexity","duration_ms","server_ms","qps","avg_cpu","avg_mem","disk_mb","statement","result"
"neo4j","optimized","warmup",1,1,1,"simple","9686.00","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,2,"simple","4780.30","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,3,"simple","4501.50","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,4,"simple","4452.66","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,5,"simple","4733.57","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,6,"simple","4744.25","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,7,"simple","4711.53","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,8,"simple","4757.96","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,9,"simple","4713.38","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","warmup",1,1,10,"simple","4742.08","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""note"": ""warmup""}"
"neo4j","optimized","steady",1,1,1,"simple","4690.03","781.00","0.21","1.75","4071.04","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 45, ""created_at"": ""2020-11-16T17:05:37.000000000+00:00"", ""updated_at"": ""2023-06-22T03:05:04.000000000+00:00""}, ""server_ms"": 781, ""counters"": {}}"
"neo4j","optimized","steady",1,1,2,"simple","4693.52","781.00","0.21","1.81","4409.41","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 45, ""created_at"": ""2020-11-16T17:05:37.000000000+00:00"", ""updated_at"": ""2023-06-22T03:05:04.000000000+00:00""}, ""server_ms"": 781, ""counters"": {}}"
"neo4j","optimized","steady",1,1,3,"simple","4693.58","623.00","0.21","1.51","4685.55","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 45, ""created_at"": ""2020-11-16T17:05:37.000000000+00:00"", ""updated_at"": ""2023-06-22T03:05:04.000000000+00:00""}, ""server_ms"": 623, ""counters"": {}}"
"neo4j","optimized","steady",1,1,4,"simple","4417.68","437.00","0.23","1.17","4791.99","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 50000;         ","{""rows"": 50000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 45, ""created_at"": ""2020-11-16T17:05:37.000000000+00:00"", ""updated_at"": ""2023-06-22T03:05:04.000000000+00:00""}, ""server_ms"": 437, ""counters"": {}}"
